,0
1206,-0.1
1207,0.1
1208,0.16517308
1209,0.1
1210,-0.1
1211,0.10090602
1212,0.1
1213,-0.11067669
1214,0.1
1215,0.1
1216,-0.1
1217,-0.1
1218,-0.1
1219,0.1
1220,-0.1
1221,-0.1
1222,0.1
1223,0.1
1224,-0.1
1225,0.1315148
1226,0.1970225
1227,-0.1
1228,-0.1
1229,0.10682778
1230,0.1
1231,-0.1
1232,-0.1
1233,-0.13117526
1234,0.1
1235,0.1
1236,0.1
1237,-0.1
1238,0.1
1239,-0.1
1240,-0.1
1241,-0.1
1242,0.1
1243,0.1
1244,-0.1
1245,0.1
1246,-0.12017781
1247,-0.1
1248,0.1
1249,0.1
1250,0.1
1251,0.1
1252,0.1
1253,0.1
1254,0.1
1255,-0.1
1256,-0.1
1257,-0.11566581
1258,0.1
1259,0.1
1260,0.1
1261,0.1
1262,0.11244944
1263,-0.1
1264,-0.1
1265,-0.1
1266,-0.18658994
1267,0.1
1268,-0.1
1269,0.14435956
1270,-0.1
1271,0.1
1272,-0.1
1273,-0.14805543
1274,-0.16738947
1275,-0.1
1276,0.1
1277,-0.11106792
1278,0.1
1279,0.1
1280,-0.14833182
1281,0.1
1282,-0.10349066
1283,-0.1
1284,-0.12295016
1285,0.1
1286,-0.1
1287,-0.1
1288,0.1
1289,-0.10465751
1290,-0.1
1291,0.1
1292,-0.121120825
1293,-0.1
1294,0.1
1295,0.13866563
1296,-0.1
1297,0.1
1298,0.1
1299,0.1
1300,-0.1292583
1301,0.11817118
1302,-0.1
1303,0.1
1304,0.1
1305,0.1
1306,0.1
1307,-0.1
1308,-0.1
1309,0.1
1310,0.1
1311,0.1
1312,0.1
1313,-0.1
1314,-0.1
1315,0.1
1316,-0.1
1317,0.1
1318,0.1
1319,-0.109123126
1320,-0.124407746
1321,-0.1
1322,-0.1
1323,-0.11409602
1324,-0.1
1325,0.1
1326,0.12189507
1327,-0.1
1328,0.18023951
1329,-0.1
1330,0.1
1331,0.1
1332,0.1
1333,0.1
1334,-0.10180395
1335,-0.1
1336,-0.1
1337,-0.1
1338,-0.1
1339,0.13300532
1340,0.10749451
1341,-0.1
1342,0.1
1343,0.12415708
1344,-0.1
1345,0.1
1346,-0.1
1347,-0.259544
1348,-0.1
1349,0.1
1350,0.119728945
1351,-0.1
1352,-0.1
1353,-0.1
1354,-0.15817508
1355,-0.1
1356,-0.1
1357,-0.1
1358,0.1
1359,-0.1
1360,0.103075214
1361,0.1
1362,0.1
1363,0.1
1364,0.1
1365,0.1
1366,-0.1
1367,0.1
1368,0.1
1369,0.1
1370,-0.13352862
1371,-0.1
1372,-0.1
1373,-0.1
1374,-0.12531656
1375,-0.13256511
1376,0.1
1377,-0.1
1378,-0.1
1379,0.1
1380,-0.1
1381,-0.1
1382,-0.1
1383,-0.1
1384,0.1
1385,-0.12531327
1386,-0.1
1387,0.16148648
1388,0.117885955
1389,0.102314614
1390,-0.1
1391,-0.1
1392,0.1
1393,0.1
1394,-0.17976601
1395,0.1
1396,-0.1
1397,0.1
1398,-0.1
1399,-0.1
1400,-0.1
1401,0.1
1402,-0.22184092
1403,0.1
1404,0.10541572
1405,0.1
1406,-0.1
1407,0.13428846
1408,-0.12438803
1409,0.1
1410,-0.1
1411,0.1
1412,0.15559575
1413,-0.11161428
1414,-0.1
1415,0.1
1416,-0.17092727
1417,-0.1
1418,0.1
1419,-0.1
1420,-0.17665878
1421,-0.1
1422,-0.1439418
1423,-0.1
1424,-0.18525207
1425,-0.13290359
1426,-0.10715381
1427,-0.1
1428,0.1
1429,-0.16081454
1430,-0.1
1431,0.1
1432,0.13759333
1433,-0.1
1434,-0.1
1435,-0.1214259
1436,-0.1
1437,0.1
1438,0.18190019
1439,0.10616352
1440,-0.1
1441,0.1
1442,0.1
1443,0.1
1444,-0.11687116
1445,0.1
1446,0.1
1447,-0.1
1448,0.11489121
1449,-0.1240008
1450,-0.1
1451,0.10276762
1452,0.1
1453,-0.1
1454,0.1
1455,-0.1
1456,0.1036684
1457,-0.19869997
1458,0.1
1459,0.1
1460,0.1
1461,-0.1
1462,0.1
1463,-0.1
1464,0.15651011
1465,-0.1
1466,-0.1
1467,-0.1
1468,0.1
1469,-0.1
1470,-0.1
1471,0.1
1472,0.10640797
1473,0.1
1474,-0.1
1475,0.18048234
1476,0.13591476
1477,0.16907023
1478,-0.1
1479,-0.1
1480,0.1
1481,0.17922139
1482,0.1
1483,0.1
1484,0.114898734
1485,0.1
1486,-0.1
1487,0.1
1488,-0.1
1489,0.1
1490,-0.1
1491,-0.1
1492,0.1
1493,0.1026634
1494,-0.1
1495,-0.1
1496,0.1
1497,0.1
1498,0.11927085
1499,0.14510402
1500,-0.121700294
1501,0.1
1502,0.1
1503,0.11303184
1504,0.1
1505,0.1
1506,-0.1
1507,-0.10481387
1508,0.1
1509,0.1
1510,-0.1
1511,-0.1
1512,-0.1
1513,-0.1253663
1514,0.1
1515,-0.1
1516,-0.1
1517,0.1
1518,0.1509795
1519,0.1
1520,-0.1
1521,-0.1
1522,-0.1692851
1523,0.1
1524,-0.1
1525,0.10564571
1526,0.1
1527,0.121880926
1528,-0.1
1529,-0.1
1530,0.1
1531,0.1
1532,-0.1
1533,0.15115595
1534,0.1
1535,-0.1
1536,-0.1
1537,0.12831986
1538,-0.31341577
1539,-0.1
1540,-0.1
1541,-0.1
1542,-0.13212612
1543,-0.1
1544,0.1
1545,-0.1
1546,-0.1
1547,-0.11864982
1548,0.10589711
1549,-0.1
1550,-0.1
1551,0.1
1552,0.1
1553,0.1
1554,-0.111825176
1555,-0.1
1556,-0.1
1557,0.105467424
1558,0.1
1559,-0.12619051
1560,-0.11010682
1561,0.1
1562,0.1
1563,0.1
1564,0.1
1565,0.15416653
1566,-0.1
1567,-0.1
1568,-0.1
1569,-0.1
1570,0.14513414
1571,-0.10478028
1572,0.1
1573,-0.11105748
1574,-0.11416354
1575,-0.1
1576,0.11290145
1577,0.1
1578,-0.1
1579,0.1
1580,0.1
1581,0.1248212
1582,-0.1
1583,0.1
1584,0.1
1585,-0.1
1586,-0.1
1587,-0.11455603
1588,0.1
1589,0.11137232
1590,0.1
1591,0.16133219
1592,-0.1
1593,0.1
1594,0.1
1595,0.1
1596,0.1
1597,-0.1
1598,0.1
1599,0.1
1600,0.1
1601,-0.1
1602,-0.1
1603,-0.1
1604,-0.11756414
1605,-0.102520846
1606,0.11077375
1607,-0.1
1608,-0.1
1609,0.1
1610,0.1
1611,0.1
1612,-0.1
1613,0.1
1614,-0.1
1615,0.1
1616,0.1
1617,-0.1
1618,-0.1
1619,-0.1
1620,-0.1064541
1621,0.23704726
1622,0.15626954
1623,-0.1
1624,0.15561907
1625,0.1
1626,0.1
1627,0.1613061
1628,-0.1210489
1629,0.1
1630,-0.1
1631,-0.1
1632,0.10556396
1633,-0.1
1634,0.1
1635,-0.12716454
1636,0.1
1637,-0.1
1638,0.1
1639,0.1
1640,0.1
1641,0.1
1642,-0.1
1643,-0.1
1644,0.1
1645,0.1
1646,-0.1
1647,0.1
1648,0.1
1649,0.10053611
1650,0.1
1651,0.1
1652,-0.1
1653,-0.28145692
1654,0.1
1655,0.1
1656,-0.1
1657,-0.1
1658,0.22060952
1659,-0.1
1660,-0.1
1661,-0.10794269
1662,0.1
1663,0.1
1664,0.1
1665,0.1
1666,-0.1
1667,0.1
1668,0.22445874
1669,0.14320378
1670,-0.12257934
1671,0.1
1672,0.1
1673,-0.18907067
1674,-0.1
1675,0.1
1676,0.1
1677,-0.10637728
1678,-0.1
1679,0.1
1680,-0.1
1681,0.1
1682,-0.1
1683,-0.1
1684,-0.1
1685,-0.1
1686,0.1
1687,0.1
1688,0.1
1689,0.14097708
1690,-0.100180276
1691,0.1
1692,0.13259424
1693,0.1
1694,0.1
1695,0.1
1696,0.16786446
1697,-0.1
1698,0.1
1699,-0.1
1700,0.1
1701,-0.1
1702,0.1
1703,-0.1
1704,0.1
1705,0.1
1706,0.17432354
1707,0.1
1708,0.1
1709,-0.14356941
1710,-0.19472794
1711,0.1
1712,-0.1
1713,-0.23233582
1714,-0.21728194
1715,0.1
1716,0.1
1717,-0.1
1718,0.1
1719,-0.1
1720,-0.1
1721,0.1
1722,0.1
1723,0.11070053
1724,-0.1
1725,0.1
1726,-0.1
1727,0.1
1728,-0.114340805
1729,0.18107545
1730,0.10602109
1731,0.19443536
1732,0.1
1733,-0.17101157
1734,-0.1
1735,0.1
1736,-0.1
1737,-0.1
1738,-0.12629496
1739,-0.1
1740,0.1
1741,-0.1
1742,-0.1
1743,-0.1
1744,0.1
1745,-0.19919084
1746,0.1
1747,0.1
1748,0.1
1749,0.1
1750,-0.12997961
1751,-0.1
1752,0.12699252
1753,0.1
1754,-0.13109006
1755,0.1
1756,-0.1
1757,-0.1
1758,-0.1
1759,0.1
1760,-0.1
1761,0.1
1762,-0.1
1763,-0.1
1764,-0.12049443
1765,-0.1
1766,0.1
1767,0.12381871
1768,-0.1
1769,-0.1
1770,0.12613457
1771,-0.1
1772,0.23345955
1773,-0.1
1774,0.1
1775,0.1
1776,-0.1
1777,0.1
1778,0.1
1779,0.119824775
1780,0.1
1781,0.10426836
1782,-0.14499705
1783,0.1
1784,0.1
1785,-0.1
1786,-0.1799478
1787,-0.1
1788,0.1
1789,-0.1
1790,0.1
1791,-0.12490322
1792,0.13023593
1793,-0.1
1794,0.1
1795,0.1
1796,-0.15532096
1797,-0.1
1798,0.1
1799,0.1
1800,-0.10424143
1801,0.24302787
1802,-0.1
1803,-0.1
1804,-0.1
1805,-0.1
1806,-0.14382358
1807,0.1
1808,0.15724592
1809,-0.1
1810,0.1
1811,0.1
1812,0.1
1813,0.1
1814,0.1
1815,0.10480881
1816,-0.1
1817,0.1
1818,0.1
1819,0.1
1820,-0.1
1821,0.1
1822,0.1
1823,0.13627449
1824,-0.1
1825,0.1
1826,0.1
1827,-0.1
1828,-0.19588475
1829,-0.1
1830,0.1
1831,0.10755911
1832,0.1
1833,0.1
1834,-0.14986631
1835,0.1
1836,-0.1
1837,0.1
1838,0.13953221
1839,0.1
1840,0.1
1841,-0.1
1842,0.1
1843,0.1
1844,0.12209174
1845,0.10992549
1846,0.1
1847,0.1
1848,-0.1
1849,0.1
1850,-0.1
1851,-0.1
1852,-0.1
1853,0.1
1854,0.1
1855,-0.14951923
1856,0.13189901
1857,-0.10789646
1858,0.1
1859,-0.1
1860,0.10260213
1861,0.1
1862,-0.1
1863,0.1
1864,0.1
1865,0.1109213
1866,0.1
1867,0.1
1868,-0.1
1869,-0.1
1870,0.1
1871,-0.1
1872,-0.16835889
1873,0.1
1874,-0.1
1875,-0.1
1876,-0.1
1877,-0.120401114
1878,0.1
1879,0.1
1880,-0.1
